Year,Crop,Region,Season,Area,Annual_Rainfall,Average_Temperature,Fertilizer_Used,Pesticide_Used,Humidity,Production,Yield_Per_Ha
2019,Groundnut,Punjab,Kharif,334.63,1163.7,27.6,396.1,10.61,39.6,207102.23,618.9
2021,Sugarcane,Uttar Pradesh,Zaid,194.76,700.0,30.8,256.3,9.2,86.8,14539380.56,74652.81
2008,Rice,Tamil Nadu,Rabi,128.3,1622.8,37.6,164.6,4.02,57.4,407336.02,3174.87
2016,Sorghum,Rajasthan,Zaid,200.17,2124.3,29.7,365.1,8.25,52.6,149453.1,746.63
2009,Millet,West Bengal,Zaid,404.02,1620.0,34.9,159.3,6.0,44.2,381511.0,944.29
2009,Sugarcane,West Bengal,Whole Year,483.27,1643.1,36.3,145.8,8.31,84.7,44966712.52,93046.77
2015,Groundnut,Rajasthan,Rabi,318.34,1426.0,28.9,223.0,12.07,81.5,459828.49,1444.46
2010,Maize,Gujarat,Zaid,391.27,1154.1,29.5,369.6,12.37,55.0,581438.13,1486.03
2011,Wheat,Uttar Pradesh,Kharif,266.88,1306.4,20.3,298.0,5.15,41.0,702477.29,2632.18
2018,Cotton,West Bengal,Whole Year,312.79,2477.0,21.6,287.1,2.15,91.9,215844.75,690.06
2015,Maize,Punjab,Zaid,494.06,1949.3,39.4,304.1,15.02,50.5,933023.65,1888.48
2017,Groundnut,West Bengal,Whole Year,219.77,1247.2,37.7,280.9,10.81,80.1,371294.38,1689.47
2006,Barley,Tamil Nadu,Whole Year,34.06,1306.1,15.3,315.9,9.12,60.1,57067.02,1675.49
2011,Sunflower,West Bengal,Kharif,478.55,1399.2,38.5,117.5,3.03,80.8,604387.26,1262.96
2008,Soybean,Punjab,Kharif,396.74,1750.5,15.7,112.0,8.59,61.3,666752.92,1680.58
2012,Rice,Andhra Pradesh,Kharif,199.76,1325.1,27.4,176.8,16.45,90.2,415178.69,2078.39
2023,Potato,Tamil Nadu,Rabi,491.22,1809.6,16.8,347.8,11.84,82.0,6005397.52,12225.47
2017,Sorghum,Madhya Pradesh,Whole Year,173.42,1024.2,41.2,300.1,2.27,46.9,149712.05,863.29
2018,Wheat,Karnataka,Zaid,186.69,1203.4,41.3,248.3,6.98,58.0,569323.63,3049.57
2014,Cotton,Karnataka,Kharif,305.26,2200.9,31.5,56.8,19.61,36.5,216532.63,709.34
2015,Millet,Tamil Nadu,Kharif,137.9,1023.6,25.6,132.5,11.12,88.7,150430.65,1090.87
2006,Sorghum,Madhya Pradesh,Whole Year,349.59,2421.8,28.8,331.2,6.08,34.5,386636.76,1105.97
2013,Wheat,Uttar Pradesh,Whole Year,77.27,679.5,35.6,134.9,18.31,31.2,221024.2,2860.41
2021,Millet,Andhra Pradesh,Whole Year,54.9,831.7,21.0,305.6,7.05,62.3,38047.26,693.03
2007,Cotton,Tamil Nadu,Zaid,267.9,1320.1,26.9,114.6,14.73,69.2,175050.57,653.42
2010,Groundnut,Punjab,Rabi,278.19,2054.3,34.9,262.2,3.37,44.5,444142.63,1596.54
2009,Soybean,Bihar,Rabi,54.22,1909.5,25.7,269.9,3.55,67.1,87518.19,1614.13
2009,Maize,Haryana,Kharif,482.12,683.8,15.9,313.2,11.45,88.2,657506.44,1363.78
2019,Maize,Bihar,Rabi,287.07,820.7,28.7,203.4,5.18,70.7,1040308.33,3623.88
2021,Groundnut,Maharashtra,Zaid,76.37,1565.6,34.9,271.4,1.46,59.6,133318.73,1745.7
2013,Sorghum,West Bengal,Rabi,156.41,949.4,41.4,220.4,18.57,39.4,100849.55,644.78
2007,Sunflower,Madhya Pradesh,Zaid,400.32,1229.1,16.0,381.6,1.59,41.0,223395.21,558.04
2021,Groundnut,Gujarat,Kharif,262.09,1370.5,29.6,232.7,14.49,61.5,371123.37,1416.01
2014,Groundnut,Andhra Pradesh,Whole Year,94.89,1607.3,27.1,123.4,6.99,60.1,204899.13,2159.33
2007,Potato,Punjab,Zaid,52.32,852.3,21.5,283.8,18.7,64.0,687658.28,13143.32
2022,Wheat,Gujarat,Whole Year,215.96,658.9,32.2,242.0,19.73,63.0,388193.67,1797.53
2022,Sunflower,Karnataka,Kharif,169.37,1176.8,19.4,331.3,7.04,52.2,125328.06,739.97
2021,Potato,Tamil Nadu,Zaid,328.3,480.5,22.7,111.9,12.03,75.2,5488321.45,16717.4
2007,Potato,Andhra Pradesh,Zaid,462.7,1458.9,36.1,141.3,15.57,43.8,12165116.08,26291.58
2007,Wheat,Bihar,Rabi,124.62,2147.1,27.4,372.6,2.91,85.4,328068.97,2632.55
2010,Cotton,Rajasthan,Zaid,427.76,561.7,41.8,375.5,14.33,42.6,19435.2,45.43
2017,Soybean,West Bengal,Kharif,460.31,548.0,25.4,204.8,18.17,57.0,469296.77,1019.52
2019,Potato,Maharashtra,Whole Year,451.1,476.5,27.5,66.7,3.98,43.7,10540268.53,23365.7
2013,Wheat,Madhya Pradesh,Zaid,476.09,2165.3,23.1,157.3,16.85,70.2,1844908.45,3875.13
2008,Cotton,Bihar,Kharif,421.21,477.6,21.4,136.5,2.75,61.0,258654.71,614.08
2018,Barley,Karnataka,Kharif,297.15,2463.6,39.9,195.1,11.58,54.3,1034643.64,3481.89
2009,Groundnut,Tamil Nadu,Zaid,205.51,1088.3,35.2,161.2,7.12,60.9,384046.29,1868.75
2006,Groundnut,West Bengal,Rabi,246.35,1023.3,24.0,340.1,9.7,57.4,255560.76,1037.39
2015,Sorghum,Karnataka,Zaid,436.43,501.6,33.9,51.1,6.36,85.6,483399.91,1107.62
2013,Potato,Rajasthan,Zaid,151.4,1588.4,41.1,275.6,5.58,38.1,3044517.71,20109.1
2007,Barley,Gujarat,Rabi,80.47,1588.9,17.0,282.5,14.99,81.6,145590.54,1809.25
2013,Sorghum,Bihar,Kharif,71.27,1386.4,22.1,281.2,4.85,72.6,96124.37,1348.74
2007,Potato,Maharashtra,Zaid,413.67,984.2,20.4,232.2,8.46,52.6,10219940.52,24705.54
2006,Millet,Maharashtra,Rabi,380.98,1110.9,38.5,263.9,5.85,89.7,256167.08,672.39
2016,Cotton,West Bengal,Whole Year,249.33,1005.1,19.8,333.7,5.15,41.5,108530.87,435.29
2014,Cotton,Punjab,Whole Year,138.16,1237.5,23.3,324.5,12.73,50.2,52887.83,382.8
2013,Sunflower,West Bengal,Rabi,339.13,1051.9,29.7,62.1,1.39,54.4,502073.88,1480.48
2019,Groundnut,Karnataka,Kharif,20.18,1786.1,31.8,60.7,15.88,72.1,44223.26,2191.44
2012,Sugarcane,Madhya Pradesh,Rabi,284.55,950.7,36.8,343.6,11.15,91.5,9328141.03,32782.08
2009,Millet,Punjab,Kharif,199.81,1071.8,26.0,251.2,16.65,68.6,141968.12,710.52
2015,Cotton,Maharashtra,Whole Year,488.95,1258.0,29.4,385.1,4.65,85.7,146910.37,300.46
2006,Wheat,Haryana,Zaid,254.27,308.7,41.1,201.1,14.33,88.8,349078.35,1372.86
2019,Groundnut,Maharashtra,Rabi,276.58,1382.6,23.0,111.9,8.7,60.3,564366.83,2040.52
2010,Sorghum,West Bengal,Whole Year,356.47,862.8,21.7,215.6,2.0,60.7,336704.02,944.55
2012,Barley,Karnataka,Zaid,242.78,423.5,34.2,202.8,15.17,46.2,434664.76,1790.36
2009,Sorghum,Punjab,Whole Year,113.06,2304.2,35.8,231.0,15.36,69.1,145388.03,1285.94
2020,Potato,Tamil Nadu,Rabi,269.1,1009.3,26.2,332.8,5.78,37.8,4895186.72,18190.96
2022,Maize,Punjab,Rabi,472.19,1237.4,20.8,279.5,18.36,71.2,1102240.05,2334.31
2010,Sugarcane,Rajasthan,Zaid,205.55,2120.2,36.0,114.8,15.4,88.0,24494270.9,119164.54
2009,Cotton,Uttar Pradesh,Rabi,340.14,666.9,33.1,307.1,6.48,79.5,76316.63,224.37
2020,Soybean,Bihar,Whole Year,489.04,2170.7,38.7,257.2,5.16,72.2,740028.76,1513.23
2017,Rice,Uttar Pradesh,Zaid,415.13,831.6,37.8,252.4,9.08,84.5,1001506.27,2412.51
2009,Sugarcane,Andhra Pradesh,Zaid,329.86,1595.9,20.5,287.4,6.21,77.4,28395410.04,86083.22
2017,Sunflower,Gujarat,Whole Year,368.26,1808.5,37.5,247.4,4.73,64.4,453559.36,1231.63
2021,Potato,Andhra Pradesh,Kharif,468.31,2291.0,19.7,210.1,8.28,63.9,15223962.63,32508.3
2022,Groundnut,Madhya Pradesh,Zaid,479.92,1636.8,38.3,274.1,1.0,37.0,658960.68,1373.06
2012,Cotton,Madhya Pradesh,Kharif,484.52,1297.1,35.8,303.3,8.33,58.2,164843.26,340.22
2017,Barley,Andhra Pradesh,Whole Year,313.2,1559.0,30.4,129.0,4.82,64.0,1013309.23,3235.34
2023,Cotton,Punjab,Whole Year,192.97,744.6,32.3,224.0,5.65,60.5,98959.73,512.82
2007,Rice,Karnataka,Zaid,67.44,1816.0,17.8,210.4,2.11,80.4,269235.31,3992.22
2012,Sunflower,Bihar,Rabi,193.39,711.1,16.1,64.0,11.98,40.5,235189.65,1216.14
2006,Barley,Andhra Pradesh,Zaid,471.53,1525.9,23.9,342.1,9.7,81.7,727180.66,1542.17
2012,Sorghum,West Bengal,Rabi,445.01,1724.7,37.2,182.1,15.14,78.2,584730.2,1313.97
2017,Barley,Punjab,Kharif,262.31,2276.9,27.6,75.4,19.75,88.6,830211.94,3165.0
2017,Sunflower,Karnataka,Rabi,268.97,1290.4,21.0,210.3,2.83,54.3,412149.05,1532.32
2005,Sugarcane,Uttar Pradesh,Zaid,155.15,2005.7,37.5,106.5,5.81,41.5,17163488.36,110625.13
2010,Sorghum,Haryana,Rabi,227.8,668.6,21.2,296.5,13.81,79.3,128446.41,563.86
2023,Cotton,Madhya Pradesh,Whole Year,357.51,643.6,37.0,250.1,5.13,68.2,177599.89,496.77
2020,Groundnut,West Bengal,Kharif,201.81,1454.6,27.2,144.5,1.09,76.3,461417.42,2286.4
2012,Millet,Tamil Nadu,Whole Year,94.8,1611.9,27.5,382.7,2.64,94.8,63905.24,674.11
2005,Potato,Gujarat,Whole Year,270.89,1691.2,22.4,152.1,8.96,42.6,8660174.82,31969.34
2020,Potato,Tamil Nadu,Whole Year,113.44,1940.5,39.3,244.2,8.9,56.7,2583572.62,22774.79
2013,Groundnut,Karnataka,Whole Year,487.17,948.8,17.4,330.5,19.46,42.5,397702.94,816.35
2017,Cotton,Bihar,Rabi,195.78,1669.7,18.9,229.9,9.59,85.9,110420.57,564.0
2015,Rice,Rajasthan,Whole Year,454.92,713.9,32.2,386.3,13.72,31.1,89246.38,196.18
2017,Potato,Karnataka,Rabi,113.55,781.8,38.0,345.3,10.1,38.8,907630.77,7993.23
2014,Millet,Haryana,Whole Year,95.42,448.1,17.6,372.4,5.76,46.1,23029.48,241.35
2008,Potato,Uttar Pradesh,Zaid,308.83,1943.4,34.8,180.4,2.56,80.1,9504487.8,30775.79
2010,Cotton,Maharashtra,Whole Year,389.91,1415.4,35.0,241.9,17.25,70.8,138244.23,354.55
2011,Soybean,Karnataka,Zaid,283.82,824.0,30.7,344.1,3.48,55.3,241544.29,851.05
2009,Sugarcane,Uttar Pradesh,Rabi,115.67,1523.7,28.1,366.2,2.39,40.3,6053908.16,52337.76
2015,Soybean,Bihar,Kharif,19.91,1079.3,23.7,380.5,4.67,50.9,5897.23,296.19
2017,Potato,Tamil Nadu,Rabi,309.53,2141.9,24.5,357.7,0.55,78.3,6949085.83,22450.44
2023,Sorghum,Karnataka,Kharif,66.39,1461.9,33.2,305.8,1.9,54.8,80143.87,1207.17
2014,Maize,Karnataka,Kharif,172.25,365.6,16.8,58.5,12.89,60.1,488270.51,2834.66
2014,Cotton,Andhra Pradesh,Whole Year,338.22,2467.2,30.8,160.2,5.25,69.6,277471.91,820.39
2015,Wheat,Tamil Nadu,Kharif,49.91,463.5,22.5,95.1,7.1,89.3,150871.03,3022.86
2011,Wheat,Gujarat,Rabi,64.5,1831.1,27.6,104.2,16.79,46.3,274379.49,4253.95
2022,Barley,Gujarat,Whole Year,31.77,1262.0,30.1,151.8,15.57,59.1,71659.92,2255.58
2008,Groundnut,West Bengal,Kharif,498.04,848.5,38.9,76.2,10.1,50.2,748069.07,1502.03
2006,Groundnut,Rajasthan,Rabi,194.15,1788.2,30.6,135.1,12.45,60.3,496462.73,2557.11
2018,Sunflower,Madhya Pradesh,Kharif,452.99,577.0,21.1,384.9,2.17,75.3,300011.31,662.29
2017,Groundnut,Maharashtra,Kharif,147.5,2188.1,17.1,159.2,15.35,61.3,289479.91,1962.58
2016,Soybean,Karnataka,Whole Year,376.85,851.3,31.9,105.9,10.57,84.2,532447.59,1412.89
2011,Sugarcane,Karnataka,Whole Year,110.31,1095.2,29.7,301.4,11.63,66.0,7586331.37,68772.83
2006,Cotton,West Bengal,Rabi,249.66,1691.8,33.1,340.0,13.48,55.1,93762.44,375.56
2017,Rice,Rajasthan,Whole Year,412.48,302.3,27.4,159.9,10.25,80.9,785995.71,1905.54
2018,Barley,Tamil Nadu,Whole Year,408.35,1340.0,37.3,147.5,10.67,58.0,1073256.15,2628.28
2021,Sorghum,Karnataka,Zaid,397.35,2267.3,39.8,134.6,10.24,63.5,548872.83,1381.33
2013,Millet,Uttar Pradesh,Zaid,412.04,1796.9,16.1,187.6,10.19,94.7,408282.97,990.88
2021,Sorghum,Punjab,Rabi,106.52,1153.4,35.1,80.5,15.13,81.1,99944.47,938.27
2012,Cotton,Madhya Pradesh,Whole Year,241.63,1752.9,15.9,284.2,8.83,85.6,103173.01,426.99
2006,Maize,Rajasthan,Rabi,242.95,2360.5,27.0,337.8,0.56,68.5,766342.74,3154.32
2017,Groundnut,Karnataka,Zaid,445.36,713.2,27.5,282.3,12.44,52.6,549385.08,1233.58
2007,Sunflower,Rajasthan,Zaid,149.15,1470.0,33.8,197.4,19.08,94.4,184652.85,1238.03
2020,Millet,Gujarat,Zaid,465.82,816.4,24.5,151.1,5.51,45.9,567845.09,1219.02
2010,Soybean,Bihar,Rabi,225.95,2179.3,37.2,193.3,16.42,86.7,310372.89,1373.64
2023,Cotton,Maharashtra,Whole Year,335.22,1886.3,24.3,198.3,9.38,89.2,210874.3,629.06
2011,Maize,Karnataka,Kharif,135.17,2062.4,24.2,283.1,13.04,83.1,472519.54,3495.74
2014,Soybean,Maharashtra,Whole Year,205.74,2374.6,21.0,374.8,17.87,37.4,108456.48,527.15
2013,Maize,Haryana,Rabi,355.19,811.1,33.5,74.7,15.53,85.5,640230.47,1802.5
2006,Groundnut,Bihar,Zaid,256.86,407.2,17.1,383.7,17.75,73.1,42817.07,166.69
2019,Potato,Punjab,Kharif,465.42,940.0,24.8,368.6,0.69,74.3,4726218.31,10154.74
2009,Soybean,West Bengal,Rabi,368.83,1178.1,22.2,91.2,4.15,81.1,548915.87,1488.26
2008,Sugarcane,Maharashtra,Zaid,282.64,1675.4,21.2,114.3,8.76,61.9,29366922.47,103902.22
2008,Wheat,Karnataka,Rabi,443.45,2055.0,16.6,159.1,17.03,47.4,1688715.87,3808.13
2022,Sorghum,Andhra Pradesh,Kharif,333.11,1069.6,20.1,245.9,16.85,67.4,260868.41,783.13
2008,Sugarcane,West Bengal,Zaid,324.01,1341.7,27.0,97.1,4.11,37.1,27366995.43,84463.43
2021,Millet,Madhya Pradesh,Whole Year,123.94,2028.0,28.6,120.1,3.27,73.9,151028.88,1218.56
2016,Barley,West Bengal,Rabi,198.03,795.7,22.3,365.9,16.78,61.4,85506.24,431.78
2021,Potato,Tamil Nadu,Kharif,341.97,777.7,32.6,88.3,11.06,62.7,6667828.33,19498.28
2014,Wheat,Maharashtra,Whole Year,446.0,1596.3,24.1,189.6,12.72,42.1,1776038.53,3982.15
2005,Sugarcane,Andhra Pradesh,Kharif,158.46,1259.3,24.9,317.1,16.28,32.7,8097759.98,51102.86
2022,Cotton,Maharashtra,Rabi,108.53,2387.6,36.1,361.0,4.63,69.7,48871.69,450.31
2022,Maize,Tamil Nadu,Kharif,297.25,1085.5,29.9,167.6,3.16,72.8,1072411.58,3607.78
2018,Millet,Bihar,Zaid,34.53,1971.0,40.7,107.6,17.25,62.4,40285.97,1166.69
2019,Cotton,Bihar,Kharif,357.56,1582.8,24.7,308.0,2.68,79.8,204134.15,570.91
2016,Wheat,Madhya Pradesh,Rabi,351.87,420.1,37.4,320.4,2.22,66.6,835096.44,2373.31
2008,Sunflower,Punjab,Zaid,178.13,485.6,34.9,393.0,5.9,85.1,16928.41,95.03
2007,Maize,Karnataka,Kharif,446.45,746.9,39.0,98.8,6.68,48.7,1277187.96,2860.76
2016,Millet,Gujarat,Kharif,251.59,614.9,40.8,298.3,5.2,45.8,117059.76,465.28
2011,Barley,Bihar,Zaid,323.24,1024.6,15.2,196.1,14.96,47.0,695017.91,2150.16
2015,Wheat,Gujarat,Whole Year,105.58,1573.8,17.4,370.1,19.48,32.0,142634.59,1350.96
2005,Millet,Maharashtra,Whole Year,209.25,1625.2,33.2,192.7,4.39,88.5,236849.26,1131.9
2010,Sugarcane,Madhya Pradesh,Zaid,431.35,1593.1,25.5,206.1,15.75,94.9,24005555.79,55652.15
2019,Millet,Tamil Nadu,Kharif,107.26,558.7,37.1,94.4,1.36,83.1,84634.77,789.06
2019,Wheat,Rajasthan,Whole Year,195.9,1620.5,15.3,162.3,2.82,56.8,842359.21,4299.94
2023,Potato,Karnataka,Zaid,159.72,1201.4,36.8,190.3,10.54,53.0,4249837.63,26608.05
2015,Groundnut,Maharashtra,Rabi,76.4,2286.7,18.7,56.1,19.99,80.4,140776.54,1842.62
2006,Potato,Rajasthan,Kharif,145.57,2306.4,22.8,203.2,19.01,63.1,4710089.7,32356.18
2018,Sugarcane,Karnataka,Rabi,117.15,1990.0,41.2,167.7,2.68,91.1,10133688.74,86501.82
2006,Cotton,Rajasthan,Kharif,461.87,1846.8,16.4,331.3,5.17,48.2,223171.98,483.19
2008,Wheat,West Bengal,Whole Year,370.8,552.9,24.4,87.5,18.94,51.0,951636.55,2566.44
2021,Groundnut,Maharashtra,Rabi,158.73,486.3,17.3,316.1,3.44,94.9,133083.99,838.43
2007,Rice,Madhya Pradesh,Rabi,381.91,2149.8,38.0,299.9,14.98,93.6,1003450.19,2627.45
2017,Barley,Madhya Pradesh,Zaid,12.05,1239.4,34.0,134.6,0.52,87.5,35737.54,2965.77
2013,Groundnut,Tamil Nadu,Whole Year,263.74,1293.0,36.6,79.1,12.82,56.3,350232.67,1327.95
2011,Rice,Karnataka,Whole Year,125.92,2165.1,29.2,344.6,10.14,84.4,192759.86,1530.81
2019,Sunflower,Gujarat,Kharif,58.05,1667.1,24.7,137.3,9.68,48.4,78569.8,1353.48
2015,Sunflower,Maharashtra,Zaid,442.0,694.7,15.1,100.9,16.67,46.6,472057.51,1068.0
2006,Sorghum,Karnataka,Zaid,100.47,764.2,22.5,175.7,2.07,65.5,118084.5,1175.32
2019,Maize,Karnataka,Kharif,411.37,314.0,28.9,190.3,7.86,85.9,1234472.04,3000.88
2018,Groundnut,Madhya Pradesh,Rabi,207.2,1863.5,32.9,164.1,9.2,36.3,414234.23,1999.2
2015,Soybean,Rajasthan,Kharif,8.13,1368.3,21.2,391.8,2.92,66.7,5896.1,725.23
2007,Barley,Bihar,Kharif,366.53,2389.9,18.8,358.3,2.17,69.6,1024806.03,2795.97
2021,Groundnut,Rajasthan,Kharif,298.58,1870.8,20.4,355.5,4.0,67.7,382668.44,1281.63
2016,Rice,Andhra Pradesh,Zaid,172.74,526.9,24.6,189.6,5.2,44.2,588889.82,3409.11
2019,Soybean,Maharashtra,Kharif,141.49,655.4,19.0,387.0,19.34,34.2,21741.65,153.66
2020,Barley,Haryana,Kharif,37.77,1403.8,19.2,289.4,9.77,88.2,63782.15,1688.7
2009,Soybean,Uttar Pradesh,Kharif,470.77,2334.7,16.2,341.2,10.45,67.3,418513.56,889.0
2010,Sugarcane,Haryana,Whole Year,247.5,844.0,38.1,225.3,14.29,79.9,9760675.37,39437.07
2023,Rice,Karnataka,Rabi,43.68,2116.3,20.9,106.2,13.84,53.7,155307.88,3555.58
2009,Sunflower,Andhra Pradesh,Rabi,434.47,987.0,37.2,360.4,10.3,32.8,69555.99,160.09
2007,Millet,Madhya Pradesh,Rabi,140.14,893.8,26.8,220.2,7.13,46.9,148934.1,1062.75
2005,Sugarcane,Karnataka,Rabi,102.6,2283.1,32.1,389.0,6.96,34.8,7723293.15,75275.76
2010,Barley,Haryana,Zaid,141.19,403.9,17.0,139.2,1.63,35.1,264928.21,1876.39
2019,Barley,Bihar,Zaid,282.72,1753.6,30.8,397.3,18.04,43.9,224588.76,794.39
2006,Wheat,Karnataka,Kharif,37.95,395.0,22.8,127.8,15.5,71.2,66541.4,1753.4
2007,Rice,Rajasthan,Zaid,241.4,2061.7,17.6,178.9,12.66,83.2,866428.08,3589.18
2021,Sorghum,Maharashtra,Rabi,447.98,2124.7,39.5,257.9,8.22,83.4,591425.38,1320.2
2016,Sorghum,Bihar,Whole Year,94.9,2265.4,31.3,292.7,11.86,91.0,105119.58,1107.69
2022,Barley,Gujarat,Kharif,166.26,709.4,21.5,302.1,9.96,72.7,261540.93,1573.08
2019,Sorghum,Haryana,Kharif,198.66,573.9,26.3,216.7,5.84,31.3,180233.47,907.25
2016,Maize,Uttar Pradesh,Rabi,293.52,1407.8,24.6,76.9,6.32,54.5,1144987.89,3900.89
2020,Sunflower,Uttar Pradesh,Rabi,459.71,897.6,33.9,223.6,17.55,37.2,446813.78,971.95
2012,Wheat,Rajasthan,Rabi,197.88,1633.9,31.4,167.1,12.88,80.5,709687.69,3586.45
2018,Barley,Maharashtra,Zaid,35.51,1430.2,15.5,280.2,0.53,37.8,100189.26,2821.44
2021,Sorghum,Punjab,Kharif,174.63,618.7,20.3,113.8,6.87,36.9,173943.63,996.07
2012,Rice,Punjab,Rabi,95.85,1926.4,27.9,187.9,7.13,31.8,330983.33,3453.14
2019,Potato,Tamil Nadu,Whole Year,326.24,2068.3,27.0,388.1,14.27,92.1,1797040.19,5508.34
2018,Groundnut,Tamil Nadu,Kharif,15.6,2418.7,29.0,81.1,14.16,81.1,43222.44,2770.67
2022,Millet,Haryana,Kharif,146.67,1170.2,34.3,260.8,9.55,51.7,71559.92,487.9
2011,Sunflower,Rajasthan,Zaid,273.04,1043.0,33.4,81.7,19.04,54.5,333909.44,1222.93
2007,Sugarcane,Rajasthan,Kharif,139.39,723.0,25.1,104.9,17.51,33.9,10044942.36,72063.58
2016,Potato,Karnataka,Rabi,275.95,697.9,38.7,261.7,17.39,40.3,3103101.66,11245.16
2007,Sugarcane,Uttar Pradesh,Rabi,58.24,1006.3,16.7,205.4,7.29,50.2,3785308.54,64995.0
2018,Maize,Uttar Pradesh,Whole Year,471.46,2460.0,30.8,242.0,8.9,55.2,1757124.3,3726.98
2019,Soybean,Bihar,Kharif,146.16,503.0,40.6,358.0,8.67,70.3,34575.93,236.56
2018,Rice,Uttar Pradesh,Kharif,461.58,870.6,29.8,336.0,9.09,52.8,572189.44,1239.63
2011,Soybean,Andhra Pradesh,Zaid,163.59,489.2,27.3,360.8,17.84,92.0,25915.67,158.42
2021,Wheat,Maharashtra,Rabi,391.14,902.0,18.6,265.7,5.36,52.3,1187835.3,3036.85
2016,Millet,West Bengal,Whole Year,123.85,503.3,36.9,221.4,16.14,91.2,75292.39,607.93
2008,Wheat,Madhya Pradesh,Rabi,335.21,1418.3,25.1,210.7,10.52,77.4,1145768.36,3418.06
2013,Barley,Madhya Pradesh,Kharif,162.53,1264.4,33.9,308.9,5.36,88.5,300386.27,1848.19
2010,Potato,Madhya Pradesh,Kharif,255.07,682.9,20.3,232.5,10.78,75.7,4863108.59,19065.78
2020,Rice,Karnataka,Whole Year,337.23,684.6,16.1,87.0,4.31,67.0,776692.07,2303.15
2006,Potato,Punjab,Kharif,294.85,1677.4,23.2,99.7,2.61,63.1,7608985.76,25806.29
2012,Barley,Rajasthan,Whole Year,288.56,1151.7,22.6,175.0,16.84,48.9,653785.43,2265.68
2015,Cotton,Punjab,Whole Year,33.77,423.6,38.6,73.7,14.14,49.4,12699.8,376.07
2017,Sorghum,Andhra Pradesh,Rabi,125.29,2324.4,38.3,133.7,4.5,44.5,187822.56,1499.1
2021,Sugarcane,Punjab,Whole Year,286.35,1190.9,29.4,279.7,18.87,55.1,16107641.33,56251.58
2012,Potato,Uttar Pradesh,Kharif,10.14,1600.3,15.5,54.4,0.98,38.3,280959.73,27708.06
2022,Groundnut,Gujarat,Zaid,126.07,2247.9,21.2,261.4,7.0,55.2,265149.42,2103.19
2022,Barley,Karnataka,Zaid,115.36,1184.7,32.3,320.3,0.92,84.2,290566.39,2518.78
2018,Soybean,Gujarat,Kharif,125.68,2105.5,17.7,109.6,3.27,86.6,287650.39,2288.75
2019,Cotton,Tamil Nadu,Zaid,268.27,2312.5,33.9,113.3,4.01,71.8,235077.65,876.27
2010,Sugarcane,Gujarat,Zaid,291.4,682.9,15.3,60.1,16.3,46.7,10376751.15,35609.99
2015,Barley,West Bengal,Whole Year,454.59,2263.5,33.4,229.4,19.86,45.6,1225231.98,2695.25
2017,Potato,Bihar,Zaid,193.63,563.6,37.8,279.1,17.41,48.1,2731555.32,14107.09
2005,Cotton,Rajasthan,Zaid,463.36,905.3,27.7,209.9,12.89,62.5,233081.27,503.02
2010,Cotton,Andhra Pradesh,Zaid,326.33,2078.1,37.4,186.3,14.6,93.5,184875.84,566.53
2013,Rice,Madhya Pradesh,Rabi,456.42,2281.5,36.1,209.0,10.7,37.1,1459558.91,3197.84
2012,Wheat,Rajasthan,Kharif,416.9,1805.1,33.1,323.5,8.74,62.5,1339057.4,3211.94
2015,Cotton,West Bengal,Whole Year,344.1,530.6,27.0,61.7,14.0,74.3,148775.48,432.36
2023,Maize,Rajasthan,Zaid,178.7,1450.6,22.3,324.3,19.48,46.0,236499.64,1323.45
2013,Wheat,Gujarat,Kharif,121.31,1559.8,38.2,283.2,1.06,93.0,357071.95,2943.47
2021,Sugarcane,Maharashtra,Zaid,111.97,920.1,32.5,134.5,6.62,52.7,9134225.08,81577.43
2016,Sugarcane,Rajasthan,Rabi,476.13,2480.9,36.5,233.7,6.94,90.6,45938966.44,96484.08
2018,Sugarcane,Tamil Nadu,Rabi,479.33,1038.4,29.9,67.3,8.58,68.8,31492973.12,65702.07
2019,Sugarcane,Karnataka,Zaid,362.69,762.6,19.6,182.9,12.72,30.3,22528963.21,62116.31
2020,Maize,Karnataka,Zaid,442.01,542.3,41.4,110.9,10.52,50.2,1450064.73,3280.62
2005,Potato,Punjab,Zaid,459.58,1132.7,19.9,57.8,0.87,31.4,12699289.68,27632.38
2014,Barley,Haryana,Rabi,256.27,1823.8,39.6,175.0,8.53,54.8,770176.58,3005.33
2012,Millet,Gujarat,Rabi,314.9,809.1,20.6,304.1,12.58,90.6,105176.22,334.0
2022,Potato,Uttar Pradesh,Kharif,209.96,1993.0,25.1,372.4,10.34,80.6,3560205.08,16956.59
2005,Cotton,West Bengal,Whole Year,209.83,597.9,26.9,281.8,17.51,70.3,84504.6,402.73
2006,Sugarcane,Andhra Pradesh,Whole Year,20.18,1269.0,39.9,190.7,8.27,65.0,1598693.79,79221.69
2005,Sunflower,Bihar,Rabi,217.48,1845.2,39.0,399.8,0.74,54.2,100244.48,460.94
2005,Wheat,Gujarat,Whole Year,337.07,597.7,37.2,149.0,6.06,43.8,1120596.81,3324.52
2013,Wheat,Madhya Pradesh,Zaid,211.57,1615.3,25.2,115.5,3.15,34.1,1040245.33,4916.79
2017,Cotton,Karnataka,Kharif,436.33,2057.7,15.1,212.3,5.38,42.4,279149.02,639.77
2005,Barley,Punjab,Rabi,166.95,1610.2,33.4,226.7,7.56,52.8,494979.72,2964.84
